product_name,title,stars,body
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Not Worth The price,2.0,"Boat 103 is far better than this, at a cheaper price with magnetic earbuds.. never waste your money on this product.Cons  - sound quality is poor especially at higher volumes  - poor bass performance  - No magnetic earbuds  - Jack is not good. It's not even an angled jack.  - Rubber tips/buds for this product sucks.. its bad.Pros  - It has a braided anti stretch cable.  - Nice ergonomics and looks good (depends on  perspective) & lot of colour choices.  - Its splash & sweat resistant.****** They say its IPX4, i haven't used it in such conditions to check this out"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Just Wow,3.0,"Good product i use it too much, i feel much comfortable with it but amazing product at this price the weirde that ng is its wire not look much good and its volume button also not feel good.....but it's base was amazing...and i also got a sticker of boat.... finally it's look some expensive"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),"If you are looking for good earphones under Rs. 500, go for it.",5.0,"Sound QualityJust one word ""amazing""The trebles are just fabulousInstrument separationd are amazingHigh lows are great.Bass it is not overpowered but it gave thumping bass.I could hear the sound only upto 65% volume, it gets too loud at 100%.Sound leakage was there only at 100%Build QualityI had the Black variant and the build was good enough for day to day use. It has a rubberized coating over the wires.ComfortIt takes 2 to 3 days to get use to with the ear hooks. And they work great it holds your ear firmly.ConclusionMust Buy earphones under Rs. 500, I got it at Rs. 399 during the sale, so always wait for the sale time. Oh and also they give you a pouch which is really handy to keep your earphones safe from physical damage. Overall a great earphones under Rs. 500"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),A budget headset with Premium Look!!! Good for Day to Day use.,5.0,"Build quality and package is good. Nice earclips (but may hurts if wear for a long time), Extra earbuds, Holder clip and a nice pouch also included. Bass is quite good, over sound is Ok. Its a budget headset, so can't expect much more. But, for daily use, it will satisfy use. I have purchased the Blue one, which is quite impressive look and sturdy. Let's see its durability."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Go for it or...,5.0,"Go for Real me buds 2 if you like chan chan sounds with bassOr, boat bassheads 242 if you like room speaker setup like bassNone of them has wide sound stage meaning music plays close to air with out wide strereo.... To get awesome sound quality go for Philips pro 6305k"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),👍 Good to use but after knowing some things .,4.0,"I am writing the review after the use of almost 2 year .As I aspect sound quality is great . Full of bass and punchy sound and have great price as per the quality . Wire quality is also good dont reject it by its look , it is very durable bet for sports use but not good for calls .But after 14 month its one side earpiece stop working , its earcover comes out due to cheap quality . And the mic is not good since starting . Not audible during online classes .As per my review good to buy but last for short time and not for calls and online classes. So 4⭐⭐⭐⭐"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Broken heart with an broken headset,2.0,"I used this headset for about 8 months, And it broken link this without any reason.First the right side speaker stops working , then I was using this one sided hearing headset for 3 week's.Now by today that too stopped working.The only thing that is working Even now is the microphone ( I tested by doing an voice recording in phone).Its little weird for the headset to stop working and broken near this pin is awkward.I was an big fan of using the headset with moderate sound levels.So I always go with boat headset as its driver fits me perfect.But now I'm totally disappointed with this product and I suggest not to go with this product for purchase.Sorry for negative review.Peace & Thanks"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Lucky ear phones,5.0,5 star ratings is not for product. But it came lucky for me. Coz I had an Online interview with this new ear phones and got hired for the best job. Earlier I had attended many interviews with my old one but wasn't lucky enough. Surprisingly I had interviewed 4th one with this ear phone and have cleared all four.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Won't suit in long run,2.0,"I have been using it for a couple of months. The covers put on the housing part might not fit every individual. The covers on the sound filter tip are becoming loose after using it for a month or so, also the spare covers that came along, have different sizes so they won't fit if you miss your one of the cover. This is not good for running because the filter mesh will become dirtier quickly and you can't clean it. You might feel like throwing it away after you spoil the filter mesh and you won't feel like wearing it at all after that.Overall you will hate using this product after a month or two. The sound quality is good but the user experience is bad."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Budget Earphone,4.0,"Sound quality is really superb, No issues with sound quality output. Only thing I'm not satisfied is build quality., Could have been better. Wire is too thin and plastic quality is not good, could have been better. I hope they improve it. Other than worth the money."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Boat Bass heads 242- Review on 22 Jan 2020,3.0,"Likes:Look is attractive, fitting to ear is good, it won't fall easily, noice cancellation is good but for that ear piece has to fit properly. Sound is good and feel the bass at top of volume. Volume control buttons and play and pause button is Handy.Dislikes:delicate product, wire quality thin and seems not durable, buttons made up of plastic, bass is good at top notch volume. At 50-60percent bass not good. Fitting to ear is good but can not put for long time. Started getting discomfort in some minutes of usage."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Value for money,3.0,"BoAt is a good brand for bass I used this earphones before not now ( because I lost them somewhere) while I'm using them I feel grate but only thing disappointing is that ear hook Because of that my ears getting pain after 30min of use so I removed them problem solved I feel gud when I used these BoAt earphones later I tried the ""infinity"" brand zip 20 earphones after losing boAt just tried new but belive me my mind changed on BoAt after listening to infinity I mean infinity is better than BoAt because I observed the vocals, Tribble, noise cancelation, deep bass for rich quality just wow to infinity zip 20 it is better to choose infinity if u are looking for a decent and Cristal clear sound with deep bass .. if u want heavy bass go for BoAt my infinity earphones also lost one week back while trip so I ordered infinity zip20 again 💗Note : for better experience I'm using bass booster app"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Good product,4.0,"As compared to Boult audio bass heads x1 , these earphones are very similar and the price of these headphones is higher due to these earphones has volume rockers and boult does not have.Other than that you would find everything same with higher price of ₹200.Also if you use them or put for 1 hour or more straight these earphones will hurt your ears. My ears started paining.Although these headphones are also good."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Descent earphone,5.0,"This is my second purchase. Good earphone. Bass is pretty good. Clear sound. Good outside noise cancelation. Light on ear and doesn't hurt.Only cons in this purchase, Boat has removed the outer  protective conduit from the wire which was earlier there in my first purchase.I don't whether it is duplicate or Boat has changed the design."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Stylish and cool but still lacks quality,3.0,I bought the earphones 5may received on 6th and the quality of sound is average but the style and looks are awesome. After 15 days the earloops in earphone  that make it cool starts to loosen up and now a days comes right off the earphones which is irritating now after 2 months these earphones have given up and no sounds coming out of them put them up for warranty now let's see how that pans out.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),BOAT---> G.O.A.T💪,5.0,"Writing this review after 8 months of hardcore usage!Audio quality is goodBass not that goodDecent sound qualityAwsm fit...but sometimes I feel pain but that's rarely like sometimes attending online classes for long durationOverall it's a good oneYou can trust blindly on boat, it was my third purchase after a boat bluetooth speaker and the boat rockerz 510 headphone which is a true beast, although causes pain in ears but the bass is awsm....moreover I have ordered another pair of earphones 'boat bassheads 225' they'll probably be delivered by tomorrow so let's see..You must go for this product...will share my experience with bassheads 225 soon so that you can compare both of them as they both lie in same price range..Cheers!🍻"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Looks good sounds good,4.0,Product sounds goodLooks preety differentNot that expensive and comes with q pouchOverall good value for moneyOnly downside is it's a Chinese product so if you don't want to support Chines companies avoid it otherwise buy it if you r indifferent.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Best earphone for gaming,4.0,"Good choice for gaming ,treble quality is awesome but for listening music it's not so great because bass quantity is not good otherwise good earphone in this price range (rs400),best for pubg gaming ,the only bad experience was with delivery agent who didn't pick up my phone to receive my product morever he blocked my call at last I have to visit to delivery office to get my product ,so much disappointed and didn't expect these things from amazon"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Not a very good product,3.0,"Pros1. Durable2. Lightweight3. Reasonable PriceCons1. Not good for exercise, walking etc, it comes off from ear.2. It doesnt fit into your ear properly.3. Noise cancellation is poor.4. The read rubber flap attached to the earbud is a hopeless innovation and I pulled it off because it hinders the headset to fit into the ear.Purchase - boAt Bassheads 152 in Ear Wired Earphones with Mic..."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Cheap Quality Product and not at all durable,1.0,Earphones are of the cheapest quality I have ever seen. Its not even worth Rs 50/-Waste of money. I bought it for in-the-ear support. But the quality of the ear support is made of very delicate silicone and not even comfortable to fit in the ears. Also the whole ear phones quality is also worst. Even the Road side earphones would look more durable than this.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Not a good choice for daily use,4.0,I bought my headphone and I am not using my remote much but after a week just on 6 September night I soon realized that the remote had a fault in it and oops I ran out of my return date a day before if you really want my suggestion then take boat 225 or 252 somewhat like that because I have used both and yes that is better than this productWorst product.........!!!!!!!!!!!!!!!!!!!!!!..........
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Paisa Vasool,5.0,I have been Fan of this company (boAt). Nice build quality. Unlike previous headphones (not boAt headphones) you can use boAt headphones roughly (keeping in your pockets or pull the (not too hard) mistakely). It will sustain and can work atleast 7 to 8 months. Good life shelf. The price was bit more i felt.The sound is way better than any other headphones (at this price)
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Sound quality,5.0,"First of i just love the design nd fit finish, then talking about it's feel in ears is good, tips are soft enought nd due to earhooks this don't fall of like boat 240 in earphones, first thig you will notice when you pulg those in your ears is is half of the outside noize is reduced nd the sound you hear is crisp nd clear with a good bass with it's 19mm drivers. Mic on this is something differnt, you'll feel like this has a active noice cancellation on, Cabel use on this earphones is also of good quality. What else you want from a 500rs earphone. Nd you can use it for gaming it goes well with it to. 🙂"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Value for money!!!,5.0,For the money for which we are getting this headphones it works like charm and do the basic things right. Eliminates the surround sound but it’s far away from noise cancellation feature which is technically not possible to include in the package. Fare amount of bass can be enjoyed and the quality of the sound is good.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Very durable hassle free headphones,5.0,I am impressed by the durability and quality of the headphones. The wires are especially nice and do not tangle easily. I was also looking for ear phones that I could wear during workout and resistant to sweat and moisture. These fit the bill nicely.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Can be better at higher price,4.0,"I have used worse earphones that cost more than this, this is pretty good at this price , that being said if only boAt is seeing this review I want you to listen to me. The ear phones are pretty comfortable regardless it being 10mm driver it fits little too well that it doesn't completely seal my ears even after using the largest silicon tip , I want boAt to introduce new product as such but with a bigger driver make 12.5 or even 15mm."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Best in the range no debate.,5.0,"Best piece of earphones I have ever bought period. And boy, have a bought a ton of expensive ones through these years. I only base this off the awesome sound quality. It's ethereal, highs, lows, bass you name it. I had skullcandys and bose ones thinking honking bass is the real thing, but these ones make me realise how wrong I was. Great overall sound quality, the melody comes just perfect through the bass which is not underwhelming by any stretch of the imagination. I bought it for 800 rupees, if you get it for less than 2k, it's a steal. (Slight exaggeration)The build is awesome too, the wire looks cool, durable and won't wind up making your life difficult. I hope this lasts as this is my second day of listening to it.10/10"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Worth for 399/-,5.0,"Got it during Amazon great festivalUsing since 2 weeks.. sound quality, noise cancellation and bass quality is good for music hearing and YouTube videos so far. Working good and fitting ears without paining, so far. Recommend"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),For ₹499 budget it's Consideredable !,5.0,"After using for 2 months the best I can say is it's worth of money but not for base lovers, if you prefer Indian brand it's good for you, you even get warranty period which is useful (not really lol), a pouch and yes some ear buds which were missing from my box , and that Sucks the most .🥲"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Good headphone with good quality,3.0,"I purchased this headphone because of WFH and have following review:Pros: Good quality build ,sound is great, light weight, good material is used, delivered on time,packging was good, fit in ear perfectly.Cons: It has button for stop/play, volume up and down and surprised that it didn't work. During my zoom/google call through laptop I tried this buttons and none of them was working. Although i rely heavily on mouse and control volume/stop/play with mouse so not a big issue for me but it should work as it is provided and for that we have charged. So i have given 3 stars otherwise it deserve 4.5."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Not compatible with LG G6,4.0,Not compatible with my LG G6 mobile. I have to rotate its jack little to see where it will play. Wire quality is good and it will work for long time. Sound quality is also good. Should have madr universal compatible device. My previous eaephone was of boult loop wired earphone. It was good in sound and was compatible but its wire was not as good as this.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Everything for ₹500 except the fit.,3.0,"12 days after buying this.Pros-1.Sound profile of this earphone is good.Bass,Sound,treble everything is well balanced.2.Build quality is superb too, even tho it's entirely made out plastic.Cons-1.Even after nearly wearing this for close to couple of weeks,I don't like the fit of this earphone, they should excellent but they just don't fit me. If you want a better fit go with the ""realme buds 2"".2. These looks cheap as hell.Cons-"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),earphones good,4.0,"earphones are good but its connector (the black thing by holding whom we plug in and out the earphones from phones ) is very slippery. when your phones are plugged in and  if your hands are little oily or watery( like after eating some food or after washing hands) then its not easy to plug out the earphones. ou have to use some cloth to plug out the earphones.The connector  should not be slippery . it should be rigid to hold.Rest earphones sound is clear , base is awesome in price range."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),"Great Design and Sound Quality , only con is the thin wires",5.0,"It's a great product from Boat. I needed a earphone which I could use while riding & this serves the purpose very well. The ergonomic Design helps the earphone to stay in place without hurting or having stress on your ears. Additional feature of Volume control helps to reduce or increase volume without having the need to take out your phone.Sound Quality : 9/10Design : 7/10 ( 7 Because of thin wires)Cons : The only risk I identified is the thin wires. Since I'm using it during riding, I am not sure how long these thin wires will last. It would have been a perfect design if they had used the Flat wire design in this particular model.Overall a Good product with a risk of Wire getting stretched & damaged."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Best VFM at ₹399..!!!,4.0,No doubt gives a perfect & above decent acoustics..!!steal deal at ₹399..Looks well made (can last long for sure)go for it..one star less:you should reduce last 2 volume points to have smoother effects for bass/treble rich songs ( voice rich songs are classy n not an issue )..
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),A Good headset.,5.0,I am no techi. But for normal people looking for a wired headset . This is a good one.Packing was good.Sealed pack.Headset was good .Better sound quality compared to normal headset.Noise cancellation wad better.Wires are not as delicate as normal headset.  Definitely better quality.  Clip is provided so can be fixed to shirt  . Mike is at proper position and clear .Willl review later regarding its life and quality .Worth th price ( Got it for around Rs.500) .
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Bad Product and Bad Warranty Claim Experience with BoAt,1.0,"The earplug got removed on 8th day of Delivery. Hence return window closed. Amazon says ""7 days over, so u r ur Own.. we don't care, it's ur funeral now"". Amazon doesn't have correct customer care number details of BoAt. Lodged a complaint on BoAt website and message assured response in 2 days.. No response so far..Even the customer care number given on their website itself not exist. I lost my money and confidence in Amazon platform."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Good product,4.0,"Don't expect much from these, good for regular use, ppl who spend 200-300 ₹ to buy earphone from road side PlZ got for this this will give u good sound in low budget, don't think it's very delicate material, I thought so but till now I've been using it roughly, not a single sign of damage #not a paid review FYI😂"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Seemed fake,2.0,"I bought this for the second time because the first 1 is amazing! I've been using mine for almost a year and it is absolutely amazing till date. So, I decided to buy another one, this time for my sister. The product arrived within a day but the performance was so terrible I think it was fake. The bass was bad and the audio wasn't centered. It felt as if the sound was coming from the left side no matter what I was listening to. Disappointed. Service was amazing tho. They picked up the return within a day of requesting for a refund."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),I am satisfied enough and recommending.,5.0,"Very nice and attractive looking earphone. Carry pouch is useful. Pricewise, sound quality is satisfactory. Bass is ok. Noise cancellation is really good. Fit is nice. Overall performance is really satisfactory, keeping the price in mind. Highly recommended."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Awesome Product,5.0,I can't stop myself from writing this review after I used this India product for 1 hours. Its really a great product for this price. Sound quality is too good. I strongly recommend this to any one who are looking for earphones from Indian Manufacturer.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Best budget earphone,5.0,"The media could not be loaded.
                




   Best budget earphone with good sound quality and great design .such beautiful products don't think to much just go for it simple amaze ..bass quality was low but overall nice product"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Best product ever,5.0,"These headphones are epic the sound quality is best ever. The noise cancellation also cancels a lot of noise but not too much, u can still hear whats happening in the background a little bit. They aare very comfortable there is just one problem that after wearing them for 2 Or 3 hrs ur ear starts itching. But over all it is good. If u want them for gaming I would not reccomend these as u can get better over ear headphones specifically for gaming."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Okay earphones,3.0,"I liked the earphones however I can feel the audio to be more left sided than balanced. I tried this on various devices and the effect had been the same. Also, the mic quality is not up to the mark. I am a singer and I sing using the mic to record songs, the output is, nope.Otherwise, if you just want to listen to the audio, go for it."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Not recommended at all,2.0,The cost is a way higher in comparison to the product and sound quality. The sound quality is not that great. It has weak bass quality as well. More of all the design is the worst problem with it. It starts hurting your ears in very short interval of time. The sharp edges in the design keep poking your ears badly. Not recommended at all.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Not for gamers,3.0,"If you are buying this product for music,it's good within this price range ...go for it...But if your buying this product for battleground games then this earphone is not for that..it has high bass which is definately not good for gaming and it's not comfy if u r using for 2 3 hours straight....Except this gaming part everything's fine.....noise cancellation is good,bass is good,you may face a littlebit of dissatisfy in term of sound...as the bass is too high the sound is a bit low...but u will not notice it...overall it's good...if u r a music lover nd only buying it for music,u should definately try this."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Disappointed,1.0,"I've been using Boat for atleast half a decade and it's been pretty well. I've bought a ton of Boat products. But this time Boat Bassheads 242 is a big disappointment. It stopped working in a month and they repaired it (not replaced) then again it stopped working in 3 months, again they repaired it (not replaced). And again in the fifth month it has stopped working. TBH I am not even gonna get it replaced because Im fed up of the services. Boat just lost a customer.P.S. - I keep my earphones/headphones really nicely and I used this product even less."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Excellent,5.0,One of the finest i have used ..its has an amazing sound quality ..they fit so well blocking almost 90% of outside noise . You can hear even the smallest beat playing in the background with perfect amount of bass.Water and swear resistance with good quality sound ..makes it 10 out of 10.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Better than Boat 182 {Mic quality is good},5.0,"Mic quality is very good better than Boat 100 series ( I bought 182 before this and it's mic was very poor so I returned it)Wire quality is good even though it looks fragile in images.Sound is better than 182 and  it's well balanced.You'll also get a good quality carry pouch along with extra eartips.I have very good experience with boat in past in terms of warranty, they provide door step replacement without any charges.You can consider this if it's available around 450-499/-₹ {Flipkart charges for delivery while Amazon didn't charge me anything even though it was priced at 499/-₹}"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Bass Wired Headphones for Gym/Jogging,5.0,"Another class product from BoAt.Hey Boatheads looking for bass, sweatproof Budget Headphones, well this is your answer to all your requirments.Bass 5/5Fit (In Ear) 5/5Sweatproof 5/5Tangled (Rarely and easily undoable)Use it perfect music app and Equalizer, you won't be disappointed."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Very good bass with b,5.0,"Sound quality: Bass is balance little extra, feel good thumping effectTreble is balanced also and cleared with Crispi clear sound,All small instrument sound details can identify it is goodEnough loud sound at 100% volumeFitting in ear is very good and 80%noise cancellationsWire is very good quality, looks durable with extra coated ...Overall worth to music lovers as well caller ...Fitting excellent not fall down on bike also."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Best quality,5.0,"I have used it for several months, still it has super sound quality without any noises.It is well fit in our. So you can use it when you are jogging or running.Additional advantage for it is having volume control buttons.One thing you need to consider, you cannot feel pure bass in this price segment. If you want pure bass, you should go for higher price. Because it is having high sound not high bass. Bass lovers should go for over the ear headphones with high prices."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Can't use for long time,2.0,"Writing the review after 2months of use.. noise cancelation is good but not better.  Bass quality is very good.. but it can be used for max 1 and a half hour not more than that.. we'll get earache.. if you are using this for less than 1 hour continously,  then its good👍"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Boat is the Best!,5.0,Initially I gave 4 stars for this product. Now I came here voluntarily to give five stars. I bought a new earphones on June 2021 and it was not working properly after 6 months. So I claimed for warranty...submitted my details...Boat didn't even ask a question they sent me a new earphones. Thanks Boat You've got a lifetime customer:)
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),ADEQUATE FOR MUSIC 🎶 LOVER ❤️,4.0,"This is for sound lovers not for base lover because the sound output of this device is great and built quality is normal not too good not too bad, Noise cancelling is good not adequate like jbl.I rated this product on behalf of every terms :--1) In terms of sound quality - 8.5/102) In terms of Noise canceling - 7.5/103) In terms of Bass quality - 7.5/104) In terms of built quality - 8/105) In terms of Tribble - 8.5/10I overall rated this product 8/10.Conclusion - This is a good product under 500.Plus point 👉 the accessories with it is very sweet and good also."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Great Product. Go for it.,5.0,"One of the best earphone that can buy under 500 rupees. The sound quality is so great and the noise cancellation is so perfect. The design of this earphone makes it it perfectly fit in ears. This earphone will be a perfect competition for JBL. I have used earphones of different brands like JBL, syska, Ptron, Boat. But this one is something else I like this sound bus and also design very match. If it comes under 500 just go for it.Sound Quality: 4.5/5Noise Cancellation: 4/5Bass Quality: 4/5"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),BETTER THAN THE BOAT BASSHEADS 225,5.0,"Literally the best earphones in the price range. The 10mm drivers thump a good bass, but not the best. Very comfortable and stays in ears with the hooks on. Better than the boAt bassheads 225 of the same price range. The boAt bassheads 225 are very bad for using while sleeping. But these are better compared to those and these also have in-line volume controls and are absent in the bassheads 225. I highly recommend these instead of boAt bassheads 225."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Quality,5.0,Sound :Best earphone....as it give a loud sound.....n the bass of the earphone is really awesome...as I was before using boat bassheads 100 earphone n after using boat  bassheads 242 I can say that it it really a better as it's sound n bass is awesome.Bulid:Quality of the earphone is also good as it has an extra coating outside.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Nice comfortable headphones during wfh,5.0,I am writing this review post using this extensively for calls during work from home for 5 months - it fits well in ears and you hear good sound  both music and callsDidn't felt any issue for long usageI again bought this for my wife and she is using it - though now every one uses ear pods and blue tooth headset I feel comfortable using this for laptop callsOnly con the earbuds though they provided few extra however at times this gets detached from the headset and if you don't have a spare available you won't be able to use
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Happy to have it,4.0,Sound quality sturdiness all good i just gave 4 stars because some improvements are needed like the fitting of sleeves becomes inconvenient after a use of 2-3 months as in my case they fall off while removing the earbuds or gets stuck in the ears. It becomes irritating if it happens frequently.Rest good🎉🎊🎉
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Not for longer use,3.0,I am giving this product 3 star. This product quality is very good I can say the best earphone I have seen bust the problem with this is that this product cannot be use for longer time. My ear starts paining very badly so I have to return this product. Not for longer use.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),One of the best ear-plugs out there,4.0,It is really amazing and I was so happy with these after looking for decent ear-plugs for months..... You should definitely go for it.... They don't disappoint at all.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Best to listen songs. Not good at all foe calling and watching movie.,4.0,"I like everything about this but the only one and the worst problem is that while talking on the call, I received my voice back and can’t hear talk at all. While watching any movie the voice is very less.Only good to listen songs thats all.I want to return it but the return option has been closed on 19th by Amazon.Please help and suggest how to return?My contact information:-Mob - 8003722817Mail- djvickron11@gmail.com"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Faulty earphones,1.0,"Although my family uses boat brand earphones, but this time the product turned out to be faulty. There comes a constant disturbing sound during phone calls just like an old fan blade moving. The product was used much later as we never thought there could be any fault in boat brand but we were wrong. Should have tested when received. Time period to return the same had lapsed too."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Boat Bassheads 242.,4.0,"If you are looking for just loud bass this might be perfect, but if you want a clear quality bass this might not be a good one. The sound is loud and sometimes sharp which might make it difficult to listen to it for a long time. Also the shape and extra rubber support gives a bit of pain after long usage.For 500 bucks this is a good earphone."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Build quality is not good as expecting,2.0,"hello everyone, if you are going to buy this earphone, i would suggest you to not buy this because of its built quality. Instead of this earphone you can buy same company product like boat 220/225 earphone because it comes with flat wire ( tangle free) and has a awesome built quality and i have been using this boat 220/225 earphone since March,2020. Its far better than this boat 242 earphone."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Good pair of earphones for the price,4.0,"I got the pair in blue color for 499/- and for the price, the earphones are good. The Mic is well placed so the audio quality to the other person is great and the buttons are tactile and easy to operate. The soft velvet pouch that comes with it is good too.The only con would be the 2 thin wires from the connector to the earbuds, so it needs delicate usage."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),अमेज़न के कर्मचारी चोर है।,1.0,"पैकेट में बिल भेज दिया, सामान गायब था। शिकायत करने के बाद भी अमेज़न अपने चोर कर्मचारियों का बचाव करता है। मै दावे के साथ कहता हूं कि लखनऊ अमेज़न  स्टोर में चोर कर्मचारी हैं जो सामान पैकेट में नहीं रखते हैं, मात्र बिल भेज दे रहे है।"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Didn't even last 2 months,2.0,"I don't recommend this product. I trusted the brand name and thought it will last longer. But seems like, there is no difference between a 100rs earphone and this one. Didn't even last 2 months. Extremely disappointed"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),"Bought for 400 , best in this range",4.0,"Pros-Excellent sound quality even at volume 2.Earphone Pouch.Length cable.Fast delivery in one day with no delivery charge.Volume and pause play button.Cons-No heavy bass (not for bass lavers).Very Thin cable ( I dono how many days it will come, but good thing is it comes with 3layer fibber let's hope best).No L shaped 3.5mm jack.No gold plated 3.5mm jack.The design is made of plastic no metal, it looks cheap.Ear hook hurts but u can removeMy final verdict is if u r melody lover don't waste even a sec just but it ,if you r a bass lover go for some other products."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Terrible audio and broke in the 1st week,1.0,Saw a review on youtube that said the audio was very clear. It wasnt. Audio is heavily bass boosted for no reason which is alright for some music but makes every other video i watch sound very muffled. On top the volume is amplified very heavily to the point where the minimum sound setting is still 3x as loud as other earphones can go. So couldnt use the earphones to listen to songs as i slept because the volume was too loud. Finally earphones statted producing loud static white noise making them unusable after 1 week. Horrible product all around. Just buy jbl or samsung for budget brand.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Piece of advice: Always go for L-shaped pin,2.0,"This earphone is very decent overall. Sound quality, comfortability wise, this product is value for money.The only thing which itches is its build quality. Not very durable (the wire is not flat shaped or tangle free). Wire coating is very ordinary. And the worst of all, the shape of pin. Never go for straight pin. It is a nightmare. Taking it out from the jack is basically a invitation for rapid wear and tear. And it's not super convenient either. I wonder why Boat decide to ditch the L-shaped pin for this model."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Value for money,5.0,"It's a really good one wired earphone.The sound quality is pretty good. I usually listen music with 70-80% volume. In good quality audio file or gaming side it's enough.Don't try to go for full volume as bass is not that high, it's unbearable on ears.Quality is good. You will also get different size of buds which suits your ear."
